# Era-1986dw blocks-to-Ortsteile crosswalk.
# Built by scripts/build_era_crosswalks.py using DECISION D2
# (direct block_id match + Bezirk-anchored fallback).
# direct_matches=6190, fallbacks=70, unresolved=0, total_in_era=6260
block_id,aggregate_id,aggregate_name
block_022125,z96_003,z96_003
block_022127,z96_003,z96_003
block_022128,z96_002,z96_002
block_022129,z96_003,z96_003
block_022130,z96_003,z96_003
block_022133,z96_003,z96_003
block_022134,z96_003,z96_003
block_022135,z96_003,z96_003
block_022136,z96_003,z96_003
block_022137,z96_003,z96_003
block_022138,z96_003,z96_003
block_022139,z96_003,z96_003
block_022140,z96_003,z96_003
block_022141,z96_002,z96_002
block_022142,z96_002,z96_002
block_022143,z96_002,z96_002
block_022144,z96_002,z96_002
block_022145,z96_003,z96_003
block_022146,z96_003,z96_003
block_022147,z96_003,z96_003
block_022148,z96_003,z96_003
block_022149,z96_003,z96_003
block_022150,z96_003,z96_003
block_022151,z96_003,z96_003
block_022152,z96_003,z96_003
block_022153,z96_003,z96_003
block_022154,z96_003,z96_003
block_022155,z96_003,z96_003
block_022156,z96_003,z96_003
block_022157,z96_003,z96_003
block_022158,z96_003,z96_003
block_022738,z96_003,z96_003
block_023097,z96_003,z96_003
block_023159,z96_003,z96_003
block_023160,z96_003,z96_003
block_023181,z96_003,z96_003
block_023193,z96_003,z96_003
block_023195,z96_003,z96_003
block_023196,z96_003,z96_003
block_023204,z96_003,z96_003
block_023217,z96_003,z96_003
block_023218,z96_003,z96_003
block_023219,z96_003,z96_003
block_023220,z96_003,z96_003
block_023221,z96_003,z96_003
block_023246,z96_003,z96_003
block_023247,z96_003,z96_003
block_023273,z96_003,z96_003
block_023274,z96_003,z96_003
block_023275,z96_003,z96_003
block_023276,z96_003,z96_003
block_023277,z96_003,z96_003
block_023278,z96_003,z96_003
block_023279,z96_003,z96_003
block_023280,z96_003,z96_003
block_023281,z96_003,z96_003
block_023282,z96_003,z96_003
block_023283,z96_003,z96_003
block_023284,z96_003,z96_003
block_023286,z96_003,z96_003
block_023287,z96_003,z96_003
block_023288,z96_003,z96_003
block_023289,z96_003,z96_003
block_023290,z96_003,z96_003
block_023291,z96_003,z96_003
block_023292,z96_003,z96_003
block_023293,z96_003,z96_003
block_023295,z96_003,z96_003
block_023296,z96_003,z96_003
block_023297,z96_003,z96_003
block_023299,z96_003,z96_003
block_023300,z96_003,z96_003
block_023602,z96_003,z96_003
block_023666,z96_003,z96_003
block_023668,z96_003,z96_003
block_023681,z96_003,z96_003
block_023728,z96_003,z96_003
block_023729,z96_003,z96_003
block_023912,z96_003,z96_003
block_024161,z96_002,z96_002
block_024162,z96_002,z96_002
block_024163,z96_002,z96_002
block_024164,z96_002,z96_002
block_024166,z96_002,z96_002
block_024167,z96_003,z96_003
block_024168,z96_003,z96_003
block_024169,z96_003,z96_003
block_024170,z96_003,z96_003
block_024171,z96_003,z96_003
block_024172,z96_003,z96_003
block_024173,z96_003,z96_003
block_024174,z96_003,z96_003
block_024175,z96_003,z96_003
block_024176,z96_003,z96_003
block_024177,z96_003,z96_003
block_024178,z96_003,z96_003
block_024179,z96_003,z96_003
block_024180,z96_003,z96_003
block_024182,z96_003,z96_003
block_024183,z96_003,z96_003
block_024184,z96_003,z96_003
block_024185,z96_003,z96_003
block_024186,z96_003,z96_003
block_024187,z96_003,z96_003
block_024188,z96_003,z96_003
block_024189,z96_003,z96_003
block_024190,z96_003,z96_003
block_024198,z96_003,z96_003
block_024200,z96_003,z96_003
block_024201,z96_003,z96_003
block_024202,z96_003,z96_003
block_024203,z96_003,z96_003
block_024205,z96_003,z96_003
block_024206,z96_003,z96_003
block_024207,z96_003,z96_003
block_024208,z96_003,z96_003
block_024209,z96_003,z96_003
block_024210,z96_003,z96_003
block_024211,z96_003,z96_003
block_024212,z96_003,z96_003
block_024213,z96_003,z96_003
